audio,target
"[ 0.00048828 -0.08627319 -0.03536987 ... -0.13931274  0.00631714
  0.03182983]",10
"[ 0.00064087  0.00073242  0.00067139 ... -0.0100708  -0.01010132
 -0.006073  ]",0
[0.00067139 0.00109863 0.00125122 ... 0.00064087 0.0005188  0.00027466],0
"[ 0.02890015  0.07150269  0.02719116 ... -0.04302979 -0.07647705
 -0.06002808]",10
[0.00219727 0.0022583  0.00231934 ... 0.00271606 0.00646973 0.02688599],29
"[ 0.01882935  0.00759888 -0.00439453 ...  0.01895142  0.01348877
  0.00778198]",13
"[-0.01541138 -0.02102661 -0.02130127 ... -0.01083374 -0.01226807
 -0.00769043]",13
[0.02737427 0.02761841 0.02764893 ... 0.         0.         0.        ],24
"[-0.09783936 -0.07266235 -0.04934692 ...  0.02008057  0.02163696
  0.02319336]",46
"[-0.00488281 -0.00494385 -0.00506592 ... -0.00158691 -0.00177002
 -0.00192261]",32
"[-0.00079346 -0.00112915 -0.00119019 ... -0.00509644 -0.00442505
 -0.00210571]",17
[0.03210449 0.02978516 0.01580811 ... 0.00335693 0.00311279 0.00100708],17
"[-0.08569336 -0.09936523 -0.0977478  ... -0.02923584 -0.02929688
 -0.01583862]",40
"[ 1.6485596e-01  1.9012451e-01  1.4816284e-01 ... -3.0517578e-05
  0.0000000e+00 -3.0517578e-05]",24
"[-0.00622559 -0.00778198 -0.00640869 ...  0.          0.
  0.        ]",17
"[-0.11846924 -0.10775757 -0.09588623 ...  0.02850342  0.01953125
  0.01821899]",35
"[-0.20028687 -0.19146729 -0.14489746 ... -0.26654053 -0.3031006
 -0.25750732]",35
"[-0.01235962 -0.00808716 -0.00509644 ... -0.00772095 -0.00811768
 -0.00683594]",29
"[ 0.02627563  0.02700806  0.0269165  ... -0.00592041 -0.00567627
 -0.00628662]",29
"[ 0.00143433  0.00158691  0.00140381 ... -0.02749634 -0.02444458
 -0.01675415]",29
"[ 0.01116943  0.0116272   0.0118103  ... -0.01300049 -0.01382446
 -0.0133667 ]",29
"[ 0.00100708  0.00115967  0.00094604 ... -0.00180054 -0.00164795
 -0.00073242]",0
[0. 0. 0. ... 0. 0. 0.],38
"[-0.00106812 -0.00247192 -0.00210571 ... -0.00054932 -0.00054932
 -0.00057983]",24
"[-0.00024414 -0.00036621 -0.00027466 ...  0.          0.
  0.        ]",11
[0.03457642 0.07559204 0.0736084  ... 0.03460693 0.09393311 0.09558105],11
"[-0.0020752  -0.00354004 -0.00143433 ...  0.00091553  0.00082397
  0.00067139]",38
"[-9.1552734e-05  3.0517578e-05 -1.5258789e-04 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",24
"[-0.00033569 -0.00057983 -0.0007019  ... -0.00177002 -0.0020752
 -0.00167847]",38
"[-0.00030518 -0.00036621 -0.00018311 ...  0.0012207   0.00115967
  0.00088501]",22
"[-0.19436646 -0.19387817 -0.19345093 ...  0.09005737  0.07925415
  0.06835938]",44
"[-0.09017944 -0.07485962 -0.05429077 ... -0.04901123 -0.04846191
 -0.03231812]",44
"[-0.05722046  0.01806641  0.07772827 ...  0.18048096  0.17727661
  0.09725952]",13
"[-3.0517578e-05  0.0000000e+00 -3.0517578e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",38
"[ 0.09796143  0.2614746   0.274292   ... -0.5383301   0.25906372
  0.3293457 ]",37
"[ 0.06707764  0.07165527  0.05383301 ... -0.00027466 -0.00021362
 -0.00018311]",24
"[-0.0836792   0.06375122  0.10174561 ...  0.07080078  0.0635376
  0.08334351]",37
"[ 0.01376343 -0.04751587 -0.08587646 ...  0.          0.
  0.        ]",27
[0.00457764 0.00967407 0.01473999 ... 0.16174316 0.18875122 0.17184448],36
"[ 0.01528931  0.01834106  0.01599121 ...  0.03842163  0.11737061
 -0.17901611]",36
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.2207031e-04
 -9.1552734e-05  6.1035156e-05]",38
"[ 0.00109863  0.00143433  0.00131226 ... -0.00195312 -0.00247192
 -0.00195312]",0
"[ 0.          0.          0.         ... -0.01913452 -0.01657104
 -0.01422119]",17
"[-0.00134277 -0.00045776  0.00115967 ...  0.          0.
  0.        ]",17
"[ 0.00714111  0.01538086  0.01928711 ...  0.00128174 -0.00064087
 -0.00170898]",17
"[-0.13937378 -0.1975708  -0.19873047 ...  0.09408569  0.11306763
  0.09185791]",11
"[ 0.00061035  0.00064087  0.00048828 ... -0.01071167 -0.00717163
 -0.00326538]",23
[0.04476929 0.06088257 0.1295166  ... 0.07189941 0.08770752 0.05523682],12
"[-0.00823975 -0.00878906 -0.01046753 ... -0.01953125 -0.02828979
 -0.03466797]",9
"[-0.04888916 -0.02359009  0.0071106  ... -0.02337646 -0.02679443
 -0.03237915]",9
[0.1055603  0.08895874 0.08010864 ... 0.01156616 0.01037598 0.01202393],9
"[ 0.06829834  0.08078003  0.09390259 ... -0.22369385 -0.20455933
 -0.17980957]",9
"[-0.00723267 -0.01187134 -0.0105896  ...  0.02813721  0.03140259
  0.02554321]",0
[0.         0.         0.         ... 0.00253296 0.00393677 0.0055542 ],17
"[-0.00039673 -0.00054932 -0.00088501 ...  0.01150513  0.00982666
  0.00323486]",5
"[-0.00015259 -0.00045776 -0.00054932 ...  0.00054932  0.00054932
  0.00048828]",5
"[ 0.02255249  0.02032471  0.0144043  ... -0.01147461 -0.01025391
 -0.00738525]",9
"[ 2.0751953e-03  2.3193359e-03  2.7465820e-03 ... -2.4414062e-04
 -9.1552734e-05 -9.1552734e-05]",32
"[-0.00109863  0.01083374  0.01312256 ...  0.00469971 -0.00772095
 -0.01437378]",13
"[ 0.003479    0.00552368  0.00256348 ... -0.00256348  0.00482178
  0.00531006]",13
[0.04315186 0.04342651 0.04421997 ... 0.06454468 0.07452393 0.08410645],47
"[-0.11599731 -0.11706543 -0.1171875  ... -0.02301025 -0.02316284
 -0.0234375 ]",47
"[-0.25073242 -0.28442383 -0.31848145 ...  0.01800537  0.01696777
  0.01580811]",47
"[ 0.0000000e+00 -3.0517578e-05 -6.1035156e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",17
"[1.8310547e-04 6.1035156e-05 0.0000000e+00 ... 4.9713135e-02 5.4840088e-02
 4.1748047e-02]",12
"[ 0.06573486  0.08383179  0.08078003 ... -0.04229736 -0.04595947
 -0.0328064 ]",12
"[ 0.00756836  0.00979614  0.00567627 ...  0.00268555 -0.00442505
 -0.00112915]",32
"[ 0.00238037  0.00387573  0.00299072 ... -0.04110718  0.05392456
  0.1411438 ]",13
"[-0.03460693 -0.02972412 -0.0189209  ...  0.01275635 -0.01199341
 -0.03189087]",13
"[-0.00244141 -0.00167847 -0.00216675 ... -0.15325928 -0.2069397
 -0.18746948]",13
"[ 0.00021362  0.00588989  0.01052856 ... -0.00115967 -0.00204468
 -0.00317383]",28
[0.00039673 0.00045776 0.00042725 ... 0.04708862 0.06936646 0.05978394],41
"[-0.03408813 -0.07818604 -0.09576416 ...  0.10717773  0.09371948
  0.05880737]",41
"[-1.5258789e-03 -2.1057129e-03 -2.1972656e-03 ...  2.4414062e-04
 -3.0517578e-05 -1.8310547e-04]",0
"[-0.06625366 -0.07427979 -0.0848999  ...  0.00708008  0.01046753
  0.00949097]",16
"[ 0.03067017  0.02563477  0.02182007 ... -0.07928467 -0.07772827
 -0.07217407]",16
[0.07104492 0.08206177 0.09124756 ... 0.08007812 0.07955933 0.07919312],16
"[-0.00827026 -0.0020752   0.00717163 ... -0.0038147  -0.00021362
  0.00253296]",27
"[-0.00592041 -0.00616455 -0.00354004 ...  0.00149536  0.00134277
  0.00085449]",27
"[-0.00854492 -0.01495361 -0.02655029 ...  0.          0.
  0.        ]",22
[0.01055908 0.01571655 0.02133179 ... 0.         0.         0.        ],30
"[-0.01599121 -0.00701904 -0.01620483 ...  0.          0.
  0.        ]",30
"[ 0.03591919  0.03179932  0.03005981 ... -0.03417969 -0.02947998
 -0.0272522 ]",46
"[-0.00576782  0.01547241  0.04931641 ...  0.0362854   0.00665283
 -0.02954102]",37
"[-0.00045776  0.00036621  0.         ...  0.04797363  0.02639771
 -0.04681396]",37
"[ 2.8442383e-02  2.8625488e-02  2.8839111e-02 ... -1.2207031e-04
 -1.5258789e-04 -9.1552734e-05]",31
"[3.0517578e-05 6.1035156e-05 9.1552734e-05 ... 2.6855469e-03 1.5869141e-03
 4.8828125e-04]",38
[0.00012207 0.00018311 0.00015259 ... 0.01828003 0.009552   0.00057983],11
"[-0.05505371 -0.07888794 -0.08105469 ... -0.01754761 -0.00860596
 -0.00222778]",11
[0.00302124 0.02703857 0.034729   ... 0.08093262 0.06768799 0.04376221],11
[0.00198364 0.00292969 0.00244141 ... 0.         0.         0.        ],21
"[-0.00073242 -0.0007019  -0.00079346 ...  0.          0.
  0.        ]",21
"[ 0.00125122  0.00091553 -0.00268555 ...  0.          0.
  0.        ]",27
"[-0.00045776 -0.00048828 -0.00048828 ... -0.08312988 -0.09207153
 -0.07217407]",40
"[ 3.0517578e-05  3.0517578e-05  3.0517578e-05 ...  1.2207031e-04
 -5.7983398e-04 -2.1362305e-04]",21
"[-0.00012207 -0.00015259 -0.00021362 ...  0.          0.
  0.        ]",39
"[-0.00033569 -0.00045776 -0.00048828 ...  0.          0.
  0.        ]",39
"[-0.07275391 -0.1065979  -0.11199951 ...  0.          0.
  0.        ]",22
"[-0.11380005 -0.13101196 -0.09628296 ...  0.          0.
  0.        ]",22
"[-0.00537109 -0.00601196 -0.00561523 ...  0.          0.
  0.        ]",21
[0.00100708 0.00100708 0.00085449 ... 0.         0.         0.        ],34
"[ 0.00088501  0.00088501  0.00085449 ... -0.03616333 -0.03631592
 -0.03634644]",22
"[-0.02819824  0.01763916  0.0647583  ... -0.05886841 -0.05633545
 -0.04568481]",9
"[-0.69732666 -0.655426   -0.56658936 ...  0.15863037  0.1395874
  0.08078003]",41
"[0.0000000e+00 0.0000000e+00 3.0517578e-05 ... 2.3141479e-01 2.1392822e-01
 2.1224976e-01]",32
"[-0.00494385 -0.0057373  -0.00769043 ... -0.00390625 -0.00338745
 -0.00454712]",32
"[-0.00906372 -0.00674438 -0.00933838 ... -0.00460815 -0.0050354
 -0.00485229]",32
[0.00622559 0.00668335 0.00646973 ... 0.         0.         0.        ],31
"[ 0.49768066 -0.21972656 -0.695282   ...  0.          0.
  0.        ]",37
"[-0.04699707 -0.04730225 -0.0473938  ... -0.01669312 -0.01675415
 -0.01638794]",31
"[-0.00253296 -0.00045776  0.00222778 ...  0.00238037  0.00674438
  0.00643921]",35
"[3.0517578e-05 1.5258789e-04 9.1552734e-05 ... 8.8806152e-03 2.3834229e-02
 3.2104492e-02]",36
"[0.0000000e+00 6.1035156e-05 3.0517578e-05 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",0
"[-0.02728271 -0.01873779 -0.01092529 ... -0.04995728 -0.06362915
 -0.07043457]",44
[0.00018311 0.00082397 0.00137329 ... 0.         0.         0.        ],31
"[ 0.02072144  0.02005005  0.01956177 ... -0.12741089 -0.12594604
 -0.12820435]",23
"[ 0.01489258  0.01434326  0.01367188 ... -0.0083313  -0.01022339
 -0.0083313 ]",31
"[-0.00112915 -0.0012207  -0.00033569 ...  0.          0.
  0.        ]",1
"[ 0.01077271  0.00976562  0.00735474 ... -0.01147461 -0.01296997
 -0.01290894]",23
"[-0.00817871 -0.0088501  -0.00845337 ... -0.0050354  -0.00509644
 -0.0050354 ]",28
"[1.5258789e-04 2.4414062e-04 3.0517578e-05 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",39
"[-0.00018311 -0.00015259  0.00039673 ...  0.          0.
  0.        ]",39
"[-0.00915527 -0.0098877  -0.01034546 ...  0.          0.
  0.        ]",37
"[-0.03213501 -0.02331543 -0.01657104 ... -0.00064087 -0.0039978
 -0.00286865]",7
[0.00964355 0.00827026 0.00863647 ... 0.00228882 0.00253296 0.00152588],28
"[-0.00323486 -0.04190063 -0.08120728 ... -0.00427246 -0.0557251
 -0.10458374]",37
[0. 0. 0. ... 0. 0. 0.],25
"[ 0.00042725  0.00036621  0.00036621 ... -0.00213623 -0.00280762
 -0.003479  ]",23
"[ 0.00109863  0.00100708  0.00039673 ... -0.00067139 -0.00057983
 -0.00027466]",25
"[-0.00082397 -0.00238037 -0.00335693 ...  0.          0.
  0.        ]",1
[0.00363159 0.00518799 0.00482178 ... 0.         0.         0.        ],1
"[-0.0050354  -0.00701904 -0.00946045 ...  0.07580566  0.09039307
  0.08148193]",32
"[-0.0524292  -0.0539856  -0.03652954 ... -0.00357056 -0.02206421
 -0.03082275]",44
"[-0.00170898 -0.00073242 -0.00024414 ...  0.0038147   0.0032959
  0.00265503]",23
[0.01034546 0.0105896  0.01037598 ... 0.         0.         0.        ],30
[0.0010376  0.00134277 0.0012207  ... 0.03143311 0.03631592 0.02865601],38
"[-0.00091553 -0.00067139 -0.00094604 ...  0.00558472  0.00259399
 -0.00259399]",28
"[-0.00027466 -0.00045776 -0.0005188  ...  0.01901245  0.02093506
  0.02334595]",28
[0.0730896  0.07528687 0.07772827 ... 0.09164429 0.09506226 0.09747314],47
"[-1.17797852e-02 -1.19018555e-02 -1.05895996e-02 ... -1.83105469e-04
 -4.27246094e-04 -9.15527344e-05]",28
[0.00595093 0.01025391 0.00994873 ... 0.         0.         0.        ],34
"[-0.00274658 -0.00442505 -0.00701904 ... -0.01519775 -0.01193237
 -0.01507568]",31
"[-0.03677368 -0.02975464 -0.02145386 ... -0.00125122 -0.00125122
 -0.00125122]",4
[0.01983643 0.02255249 0.02026367 ... 0.00466919 0.00460815 0.00894165],34
"[-0.08908081 -0.03399658 -0.02020264 ... -0.00137329  0.03546143
  0.09484863]",35
[0.06054688 0.06881714 0.06951904 ... 0.         0.         0.        ],23
[0.00164795 0.00732422 0.00579834 ... 0.01654053 0.01568604 0.01443481],31
"[-0.00457764 -0.00552368 -0.00610352 ...  0.02468872  0.02398682
  0.01870728]",27
"[ 0.06286621  0.05551147  0.04830933 ... -0.20458984 -0.2059021
 -0.20617676]",44
"[-0.00500488  0.01226807  0.01849365 ...  0.00335693  0.0022583
  0.00186157]",15
[0.00366211 0.00241089 0.0010376  ... 0.00335693 0.00268555 0.00231934],14
"[-0.00286865 -0.00326538 -0.00375366 ... -0.00192261 -0.0022583
 -0.00222778]",14
[0.078125   0.07009888 0.05566406 ... 0.         0.         0.        ],3
"[-0.01663208 -0.01647949 -0.01541138 ... -0.00762939 -0.00726318
 -0.0067749 ]",9
"[-0.01071167 -0.01489258 -0.01608276 ... -0.07705688 -0.06692505
 -0.0239563 ]",26
"[-0.02163696 -0.01855469 -0.0149231  ... -0.00878906 -0.00985718
 -0.00421143]",26
"[-0.00112915  0.00024414  0.0012207  ... -0.00170898 -0.00115967
 -0.00091553]",25
"[-0.00567627 -0.00289917  0.00192261 ...  0.          0.
  0.        ]",29
[0.00268555 0.00509644 0.0027771  ... 0.         0.         0.        ],14
"[-0.0017395   0.00030518  0.00140381 ...  0.03396606  0.02999878
  0.01431274]",14
"[-0.04711914 -0.03512573 -0.00531006 ...  0.03390503 -0.04568481
 -0.09875488]",14
"[-0.0491333  -0.04629517 -0.04107666 ... -0.10238647 -0.06982422
 -0.03060913]",14
"[ 0.03359985  0.01095581 -0.01806641 ... -0.0039978  -0.0012207
  0.00222778]",14
[0.00738525 0.00747681 0.00750732 ... 0.         0.         0.        ],29
"[-0.02078247 -0.01855469 -0.01644897 ... -0.0085144  -0.00466919
  0.00057983]",44
"[ 0.01052856  0.01776123  0.01605225 ...  0.02105713  0.0118103
 -0.00427246]",44
"[-0.00494385 -0.00653076 -0.006073   ...  0.01217651  0.01293945
  0.01052856]",44
[0.00024414 0.00027466 0.00039673 ... 0.00039673 0.00045776 0.00054932],32
"[-0.00930786 -0.00900269 -0.00863647 ...  0.02749634  0.02789307
  0.02554321]",25
"[ 0.10476685  0.08181763  0.06051636 ...  0.00302124  0.00262451
 -0.00305176]",6
"[-0.00738525 -0.00527954 -0.00540161 ... -0.01858521 -0.03552246
 -0.04797363]",6
"[ 0.02124023  0.01754761  0.012146   ...  0.00753784 -0.0005188
 -0.00283813]",6
"[ 0.0000000e+00 -3.0517578e-05  0.0000000e+00 ... -6.1035156e-05
 -9.1552734e-05 -9.1552734e-05]",34
"[-2.2277832e-03 -2.5329590e-03 -2.8381348e-03 ...  6.1035156e-05
 -4.8828125e-04 -9.7656250e-04]",28
[0.05300903 0.08297729 0.12188721 ... 0.00411987 0.00387573 0.00354004],26
"[ 1.2207031e-04 -1.2207031e-04  3.0517578e-05 ...  0.0000000e+00
  6.1035156e-05  2.1362305e-04]",31
"[-0.00195312 -0.00057983 -0.00247192 ... -0.00164795 -0.0010376
 -0.0022583 ]",34
"[-0.01596069 -0.01605225 -0.01437378 ...  0.0007019  -0.00061035
 -0.00186157]",35
[0.01239014 0.01953125 0.0149231  ... 0.00149536 0.01071167 0.01977539],6
[0.10598755 0.11148071 0.11309814 ... 0.00357056 0.00320435 0.00314331],6
"[-0.04827881 -0.05432129 -0.05892944 ...  0.12298584  0.10717773
  0.10317993]",6
"[ 0.00231934 -0.00360107 -0.00024414 ...  0.00241089  0.00259399
  0.0027771 ]",28
"[-0.05847168 -0.0619812  -0.05007935 ...  0.06826782  0.04980469
  0.03500366]",22
"[ 0.          0.          0.         ... -0.0005188  -0.00057983
 -0.00061035]",30
"[ 6.1035156e-05  6.1035156e-05  6.1035156e-05 ... -1.6326904e-02
 -1.6571045e-02 -1.6601562e-02]",30
"[-0.00183105 -0.00064087  0.00036621 ...  0.15072632  0.15841675
  0.16558838]",49
"[-0.00506592 -0.00280762  0.00048828 ...  0.          0.
  0.        ]",37
"[ 0.0000000e+00 -3.0517578e-05  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",34
"[-0.0088501  -0.00860596 -0.00842285 ... -0.01046753 -0.01065063
 -0.01089478]",30
"[ 9.1552734e-05 -6.1035156e-05  1.2207031e-04 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",30
"[ 6.1035156e-05 -3.0517578e-05  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",24
"[-0.02297974 -0.02182007 -0.02069092 ...  0.04208374 -0.04324341
 -0.11065674]",47
"[-0.10879517 -0.10632324 -0.10119629 ... -0.04669189 -0.04171753
 -0.03826904]",47
"[-0.01971436 -0.01776123 -0.01690674 ...  0.08224487  0.07333374
  0.06317139]",47
"[-0.00570679 -0.00622559 -0.00375366 ...  0.23797607  0.25482178
  0.19171143]",47
"[-0.00012207 -0.00054932 -0.00082397 ...  0.          0.
  0.        ]",34
"[-0.05526733 -0.05453491 -0.05432129 ... -0.00186157 -0.00201416
 -0.00231934]",3
"[-0.01504517 -0.01480103 -0.01348877 ... -0.05914307 -0.06515503
 -0.06674194]",3
"[ 0.0105896   0.0234375   0.06674194 ...  0.00326538 -0.04129028
 -0.0322876 ]",49
[0.00704956 0.03372192 0.00582886 ... 0.06677246 0.07598877 0.12237549],49
"[ 5.1635742e-02  8.5479736e-02  1.2777710e-01 ...  2.9388428e-02
 -6.1035156e-05 -2.3590088e-02]",49
"[-0.00558472 -0.00506592 -0.00796509 ... -0.22009277 -0.12631226
 -0.05175781]",49
"[-0.07409668 -0.00317383 -0.03677368 ... -0.08242798 -0.04278564
 -0.01199341]",49
"[-0.24719238 -0.23043823 -0.15206909 ...  0.03720093  0.03411865
  0.04589844]",49
"[-0.07836914 -0.02792358 -0.01254272 ...  0.56222534  0.70996094
  0.59487915]",49
[0.15112305 0.15066528 0.14743042 ... 0.01010132 0.03579712 0.05883789],26
"[ 0.06369019  0.06521606  0.07296753 ...  0.03164673 -0.0123291
 -0.03729248]",22
"[ 0.00054932  0.00100708  0.00067139 ...  0.00024414 -0.00057983
 -0.00219727]",15
"[-2.7465820e-04  3.0517578e-05  3.0517578e-04 ... -9.7656250e-04
 -1.0070801e-03 -8.2397461e-04]",15
[0.4980774  0.39007568 0.23474121 ... 0.         0.         0.        ],5
[0.00030518 0.00030518 0.00027466 ... 0.11361694 0.11343384 0.1166687 ],30
"[-6.2255859e-03  2.8076172e-03  8.7280273e-03 ... -3.0517578e-05
  0.0000000e+00  0.0000000e+00]",15
"[ 0.          0.          0.         ... -0.14782715 -0.1427002
 -0.06655884]",39
[0.15982056 0.15933228 0.14178467 ... 0.05239868 0.05331421 0.04788208],14
[0.09997559 0.12457275 0.18600464 ... 0.         0.         0.        ],5
[0.00506592 0.00653076 0.00515747 ... 0.         0.         0.        ],15
"[-0.11703491 -0.13693237 -0.15942383 ...  0.02334595  0.02081299
  0.0144043 ]",26
"[-0.00085449 -0.00076294 -0.00057983 ...  0.          0.
  0.        ]",29
"[0.0000000e+00 3.0517578e-05 3.0517578e-05 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",34
"[ 0.01025391 -0.05856323 -0.11929321 ...  0.18252563  0.17687988
  0.14807129]",23
"[-0.00091553  0.0010376  -0.00085449 ...  0.          0.
  0.        ]",39
"[-0.0043335   0.00320435  0.00338745 ...  0.          0.
  0.        ]",39
[0.00482178 0.00918579 0.00628662 ... 0.         0.         0.        ],39
[0.31393433 0.31277466 0.31698608 ... 0.22555542 0.19924927 0.17178345],35
"[-0.05770874 -0.07772827 -0.099823   ...  0.04763794  0.08517456
  0.1308899 ]",9
"[-0.15731812 -0.12234497 -0.17166138 ...  0.          0.
  0.        ]",15
"[-0.01623535 -0.01571655 -0.01504517 ... -0.03164673 -0.03134155
 -0.0302124 ]",15
"[-0.01635742 -0.01498413 -0.0093689  ... -0.00112915 -0.00119019
 -0.00128174]",23
"[-0.00375366 -0.00411987 -0.00393677 ... -0.00515747 -0.00585938
 -0.00570679]",15
"[-0.3944397  -0.27764893 -0.08502197 ... -0.07775879 -0.05432129
  0.02529907]",22
"[-0.00891113 -0.00863647 -0.00775146 ...  0.03955078  0.06671143
  0.07354736]",25
"[-0.00686646 -0.00747681 -0.00732422 ...  0.00341797  0.00396729
  0.00439453]",25
[0.01403809 0.01397705 0.01361084 ... 0.00549316 0.00683594 0.00747681],25
"[-0.01702881 -0.01821899 -0.01135254 ... -0.02880859 -0.0300293
 -0.03067017]",26
[0.10980225 0.1003418  0.08325195 ... 0.         0.00064087 0.00057983],26
[0.02587891 0.0249939  0.02319336 ... 0.01678467 0.0166626  0.01596069],6
"[-0.00338745 -0.0032959  -0.00320435 ...  0.01278687  0.01397705
  0.01675415]",6
"[ 0.06555176  0.01150513 -0.02453613 ... -0.06848145 -0.12805176
 -0.17007446]",36
"[-0.0887146  -0.07354736 -0.06958008 ...  0.          0.
  0.        ]",25
"[-0.50180054 -0.222229    0.05276489 ...  0.06015015  0.06011963
  0.05786133]",8
"[-0.00039673 -0.00012207 -0.00045776 ...  0.          0.
  0.        ]",0
